wdcd,longitude,latitude
E05003282,-1.46827,53.026939
E05003283,-1.45606,53.031651
E05003284,-1.49163,53.030949
E05003286,-1.37522,53.040119
E05003287,-1.48382,53.093349
E05003289,-1.45326,53.048851
E05003290,-1.36996,53.024181
E05003292,-1.35421,53.01202
E05003293,-1.36082,53.062721
E05003295,-1.33739,53.0341
E05003296,-1.39921,53.051262
E05003297,-1.41591,53.042309
E05003299,-1.35804,53.080132
E05003300,-1.5466,52.966358
E05003301,-1.39195,53.07589
E05003302,-1.44081,53.084179
E05003323,-1.37766,53.281891
E05003324,-1.40072,53.263672
E05003325,-1.39916,53.249821
E05003326,-1.43963,53.240749
E05003327,-1.45595,53.262901
E05003328,-1.41349,53.219589
E05003329,-1.36264,53.251919
E05003330,-1.44698,53.23325
E05003331,-1.46485,53.252319
E05003332,-1.46217,53.24514
E05003333,-1.33069,53.273521
E05003334,-1.35552,53.260071
E05003335,-1.43479,53.254059
E05003336,-1.42793,53.268539
E05003337,-1.43729,53.22139
E05003338,-1.42901,53.245129
E05003339,-1.41786,53.23077
E05003340,-1.45648,53.226021
E05003341,-1.46876,53.2314
E05003342,-1.71064,53.024441
E05003343,-1.72634,53.009251
E05003344,-1.71386,53.21085
E05003345,-1.74516,53.310669
E05003346,-1.64196,52.952469
E05003347,-1.66148,53.276951
E05003348,-1.65756,53.076462
E05003349,-1.58805,53.22644
E05003350,-1.72208,52.99168
E05003351,-1.57573,53.169102
E05003352,-1.74834,53.084751
E05003353,-1.7692,52.908199
E05003354,-1.82771,53.228222
E05003355,-1.65998,53.322311
E05003356,-1.60727,53.030941
E05003357,-1.71569,53.172909
E05003358,-1.70931,53.256721
E05003359,-1.57871,53.114361
E05003360,-1.55037,53.147911
E05003361,-1.5277,53.132511
E05003362,-1.76267,52.94318
E05003363,-1.62068,53.173168
E05003364,-1.79222,53.286869
E05003365,-1.64175,53.14315
E05003366,-1.56986,53.086411
E05003510,-3.43254,50.823139
E05003511,-3.51893,50.83667
E05003512,-3.37666,50.96463
E05003513,-3.48174,50.946129
E05003514,-3.51886,50.966869
E05003515,-3.46833,50.895081
E05003516,-3.38837,50.85862
E05003517,-3.40869,50.845661
E05003518,-3.39932,50.85331
E05003519,-3.41855,50.91378
E05003520,-3.66431,50.792091
E05003521,-3.32877,50.8978
E05003522,-3.45516,50.928379
E05003524,-3.7077,50.85854
E05003525,-3.4676,50.81657
E05003526,-3.83829,50.834969
E05003527,-3.81418,50.874649
E05003528,-3.24732,50.91188
E05003529,-3.78999,50.782639
E05003530,-3.60156,50.873909
E05003531,-3.53018,50.89946
E05004021,0.436123,51.632568
E05004022,0.411555,51.639919
E05004023,0.42129,51.609089
E05004024,0.480137,51.60281
E05004025,0.46954,51.582901
E05004026,0.40273,51.57571
E05004027,0.423399,51.557529
E05004028,0.435236,51.573051
E05004029,0.472306,51.553539
E05004030,0.509805,51.581429
E05004031,0.524984,51.559189
E05004032,0.454733,51.57465
E05004033,0.485887,51.56662
E05004034,0.506514,51.60659
E05004035,0.541917,51.612358
E05004036,0.532174,51.600288
E05004067,0.299336,51.62669
E05004068,0.311417,51.615639
E05004069,0.287422,51.61504
E05004070,0.25912,51.658279
E05004071,0.348826,51.591469
E05004072,0.345896,51.623138
E05004073,0.36923,51.627048
E05004074,0.348833,51.638351
E05004075,0.333128,51.622952
E05004076,0.367266,51.665642
E05004077,0.291031,51.642231
E05004078,0.326218,51.638699
E05004079,0.257012,51.631279
E05004080,0.274146,51.691261
E05004081,0.301051,51.58918
E05004082,0.552297,51.561291
E05004083,0.579931,51.550629
E05004084,0.581615,51.52354
E05004085,0.614389,51.518829
E05004086,0.605926,51.525379
E05004087,0.59366,51.5163
E05004088,0.544176,51.52795
E05004089,0.583907,51.530659
E05004090,0.58753,51.567341
E05004091,0.552402,51.573971
E05004092,0.609429,51.54554
E05004093,0.550666,51.55146
E05004094,0.572013,51.575199
E05004095,0.615476,51.565701
E05004096,0.541619,51.679668
E05004097,0.518786,51.820911
E05004098,0.46365,51.795769
E05004099,0.510665,51.742722
E05004100,0.391643,51.772812
E05004101,0.488998,51.69669
E05004102,0.460445,51.71109
E05004103,0.501236,51.723099
E05004104,0.485297,51.7155
E05004105,0.563675,51.720779
E05004106,0.466138,51.739079
E05004107,0.476384,51.730438
E05004108,0.473157,51.71854
E05004109,0.463413,51.750751
E05004110,0.557581,51.644569
E05004111,0.445177,51.747108
E05004112,0.452835,51.658958
E05004113,0.612852,51.63995
E05004114,0.604756,51.653019
E05004115,0.492413,51.760101
E05004116,0.488842,51.747082
E05004117,0.490261,51.736549
E05004118,0.454055,51.72942
E05004119,0.410462,51.73045
E05004147,0.071888,51.722149
E05004148,0.051067,51.62804
E05004149,0.036087,51.628101
E05004150,0.111234,51.623081
E05004151,0.085441,51.62991
E05004152,0.230159,51.700981
E05004153,0.116527,51.691792
E05004154,0.123738,51.715382
E05004155,0.08101,51.61171
E05004157,0.292987,51.763401
E05004158,0.132214,51.640079
E05004159,0.073479,51.6436
E05004160,0.090203,51.654308
E05004161,0.077375,51.655781
E05004162,0.040465,51.644859
E05004163,0.06109,51.636848
E05004164,0.062844,51.663391
E05004165,0.060253,51.64772
E05004166,0.020987,51.73399
E05004167,0.165127,51.801689
E05004169,0.165819,51.722881
E05004170,0.164523,51.66938
E05004171,0.031522,51.76091
E05004172,0.249651,51.721352
E05004173,0.098227,51.673401
E05004174,0.034312,51.666241
E05004175,0.01847,51.682339
E05004176,0.018405,51.703018
E05004177,0.025447,51.691841
E05004178,-0.00499,51.685982
E05004179,0.11622,51.759899
E05004180,0.139118,51.76487
E05004181,0.077886,51.75695
E05004182,0.127626,51.755009
E05004183,0.073454,51.772171
E05004184,0.118431,51.77742
E05004185,0.102701,51.775829
E05004186,0.147318,51.78191
E05004187,0.099306,51.749222
E05004188,0.082149,51.745041
E05004189,0.095457,51.762779
E05004190,0.739045,51.664509
E05004191,0.856753,51.63623
E05004192,0.818612,51.628319
E05004193,0.702251,51.784889
E05004194,0.700029,51.737469
E05004195,0.68068,51.743881
E05004196,0.696323,51.71756
E05004197,0.660716,51.7355
E05004198,0.685223,51.71545
E05004199,0.662761,51.721512
E05004200,0.802812,51.696678
E05004201,0.66692,51.67334
E05004202,0.853162,51.656158
E05004203,0.881535,51.697891
E05004204,0.858468,51.752548
E05004205,0.778526,51.777382
E05004206,0.638128,51.729679
E05004288,-2.06459,51.898472
E05004289,-2.03675,51.890331
E05004290,-2.12784,51.890949
E05004291,-2.0406,51.872471
E05004292,-2.06071,51.877739
E05004293,-2.07488,51.892921
E05004294,-2.12639,51.901119
E05004295,-2.08727,51.898159
E05004296,-2.08411,51.877899
E05004297,-2.05087,51.906109
E05004298,-2.08818,51.888802
E05004299,-2.07097,51.907928
E05004300,-2.05941,51.91848
E05004301,-2.10751,51.9011
E05004302,-2.08046,51.90694
E05004303,-2.09396,51.904869
E05004304,-2.11678,51.910851
E05004305,-2.08899,51.919998
E05004306,-2.11818,51.885151
E05004307,-2.10235,51.882999
E05004430,-1.02157,51.27116
E05004431,-1.18326,51.327801
E05004432,-1.10161,51.24387
E05004433,-1.11596,51.239689
E05004434,-1.09918,51.260872
E05004435,-1.13765,51.259418
E05004436,-1.36231,51.31818
E05004437,-1.0506,51.322929
E05004438,-1.05639,51.290871
E05004439,-1.40105,51.348919
E05004440,-1.08075,51.263939
E05004441,-1.08423,51.25465
E05004442,-1.13383,51.23148
E05004443,-1.13536,51.246399
E05004444,-1.23436,51.318409
E05004445,-1.08486,51.27636
E05004446,-1.18964,51.235222
E05004447,-1.2572,51.234821
E05004448,-1.01916,51.339611
E05004449,-1.07952,51.284088
E05004450,-1.0966,51.282928
E05004451,-1.11882,51.281738
E05004452,-1.12405,51.29192
E05004453,-1.11621,51.25774
E05004454,-1.14774,51.351452
E05004455,-1.14316,51.3396
E05004456,-1.0663,51.193951
E05004457,-1.36282,51.233601
E05004458,-1.12116,51.271019
E05004516,-1.16374,50.870461
E05004517,-1.19998,50.870029
E05004518,-1.21307,50.862518
E05004519,-1.1903,50.845428
E05004520,-1.20182,50.853062
E05004521,-1.22763,50.82336
E05004522,-1.27204,50.863178
E05004523,-1.27417,50.87347
E05004524,-1.12832,50.847061
E05004525,-1.15275,50.849522
E05004526,-1.28042,50.888329
E05004527,-1.20163,50.827721
E05004528,-1.23855,50.844021
E05004529,-1.25752,50.859619
E05004530,-1.27937,50.845879
E05004531,-1.16166,50.78632
E05004532,-1.13586,50.7831
E05004533,-1.1733,50.832031
E05004534,-1.16654,50.825401
E05004535,-1.15482,50.804619
E05004536,-1.13101,50.79847
E05004537,-1.15143,50.817329
E05004538,-1.14507,50.804852
E05004539,-1.17246,50.80225
E05004540,-1.13804,50.810249
E05004541,-1.18437,50.802719
E05004542,-1.19333,50.794529
E05004543,-1.14155,50.79837
E05004544,-1.17965,50.819809
E05004545,-1.15631,50.793072
E05004546,-1.16343,50.81435
E05004547,-1.12953,50.79229
E05004566,-1.00265,50.868069
E05004567,-0.98382,50.87751
E05004568,-1.00456,50.852489
E05004569,-0.96984,50.868179
E05004570,-1.0141,50.895538
E05004571,-0.94349,50.857441
E05004572,-1.03346,50.89856
E05004573,-0.96822,50.791241
E05004574,-0.99825,50.790218
E05004575,-1.03305,50.861309
E05004576,-0.97789,50.851662
E05004577,-1.0315,50.871601
E05004578,-0.99503,50.872231
E05004579,-1.02758,50.883888
E05004580,-1.54221,50.91251
E05004581,-1.67407,50.740879
E05004582,-1.66404,50.771931
E05004583,-1.63933,50.746769
E05004584,-1.56002,50.777142
E05004585,-1.615,50.914131
E05004586,-1.69214,50.80938
E05004587,-1.52606,50.831661
E05004588,-1.55614,50.76622
E05004589,-1.40872,50.851929
E05004590,-1.42456,50.872002
E05004592,-1.35192,50.814911
E05004593,-1.64657,50.762348
E05004596,-1.39239,50.848099
E05004597,-1.38986,50.82814
E05004598,-1.6114,50.76252
E05004599,-1.40252,50.862999
E05004600,-1.54068,50.75098
E05004601,-1.58153,50.865421
E05004602,-1.44898,50.8876
E05004603,-1.58721,50.726002
E05004604,-1.66248,50.751068
E05004605,-1.56054,50.745739
E05004606,-1.76366,50.839291
E05004607,-1.78449,50.85355
E05004608,-1.78608,50.823009
E05004609,-1.50738,50.915649
E05004610,-1.49302,50.924099
E05004611,-1.5161,50.930489
E05004612,-1.4848,50.90469
E05004613,-1.51321,50.92012
E05004691,-0.44004,51.762039
E05004692,-0.45889,51.754349
E05004693,-0.61475,51.801369
E05004694,-0.47304,51.738781
E05004695,-0.54564,51.80154
E05004696,-0.45629,51.74091
E05004697,-0.5548,51.764111
E05004698,-0.5492,51.74913
E05004699,-0.5805,51.756889
E05004700,-0.52011,51.714882
E05004701,-0.48499,51.749809
E05004702,-0.50624,51.758389
E05004703,-0.49063,51.764591
E05004704,-0.45624,51.773399
E05004705,-0.47042,51.756618
E05004706,-0.45857,51.764771
E05004707,-0.46261,51.71368
E05004708,-0.43727,51.746281
E05004709,-0.44347,51.73531
E05004710,-0.58102,51.785999
E05004711,-0.66406,51.805672
E05004712,-0.65071,51.785931
E05004713,-0.70129,51.836559
E05004714,-0.46895,51.813229
E05004715,-0.43929,51.777382
E05004721,0.051489,51.93708
E05004723,-0.14818,51.890701
E05004724,-0.0199,51.789471
E05004725,-0.07356,51.812321
E05004726,-0.08022,51.791019
E05004727,-0.06028,51.758839
E05004728,-0.05486,51.80146
E05004729,-0.09364,51.835072
E05004730,-0.13495,51.773819
E05004731,-0.10459,51.805161
E05004732,0.034414,51.810081
E05004733,0.092476,51.902512
E05004735,0.097481,51.83646
E05004736,0.003324,51.892391
E05004737,0.147344,51.815739
E05004738,0.019111,51.788052
E05004739,0.000442,51.857601
E05004741,-0.03104,51.804062
E05004742,-0.02151,51.809639
E05004743,-0.04011,51.817291
E05004744,-0.02123,51.817612
E05004745,-0.11917,51.85619
E05004761,-0.17001,52.03075
E05004762,-0.17758,51.991138
E05004763,-0.18868,51.984299
E05004764,-0.28201,51.980869
E05004765,-0.20742,51.934681
E05004766,-0.24565,51.84745
E05004767,-0.03079,52.016991
E05004768,-0.26932,51.961552
E05004769,-0.26853,51.946522
E05004770,-0.29514,51.958069
E05004771,-0.28916,51.944019
E05004772,-0.25203,51.958061
E05004773,-0.31669,51.922039
E05004774,-0.30392,51.854069
E05004775,-0.21128,51.867809
E05004776,-0.21615,51.98407
E05004777,-0.22097,51.996559
E05004778,-0.20669,51.963009
E05004779,-0.23016,51.96854
E05004780,-0.24581,51.979839
E05004781,-0.02607,52.0425
E05004782,-0.00621,52.049011
E05004783,-0.02432,52.056129
E05004784,-0.11714,51.9795
E05004785,-0.3002,51.752731
E05004786,-0.34688,51.763519
E05004787,-0.32022,51.75473
E05004789,-0.31358,51.73896
E05004790,-0.34114,51.824131
E05004791,-0.3656,51.8283
E05004792,-0.35364,51.799099
E05004793,-0.35982,51.81385
E05004794,-0.29964,51.719471
E05004795,-0.30298,51.766289
E05004796,-0.32042,51.763031
E05004797,-0.33357,51.714291
E05004798,-0.38728,51.777031
E05004799,-0.33384,51.75293
E05004800,-0.38141,51.711281
E05004801,-0.30497,51.782131
E05004802,-0.33398,51.738811
E05004803,-0.35858,51.746521
E05004804,-0.29013,51.818062
E05004805,-0.16405,51.894619
E05004806,-0.19538,51.899391
E05004807,-0.17003,51.9049
E05004808,-0.16156,51.878738
E05004810,-0.17781,51.918541
E05004811,-0.20432,51.911819
E05004812,-0.19056,51.910938
E05004813,-0.19288,51.887642
E05004814,-0.17558,51.923969
E05004815,-0.1781,51.891918
E05004816,-0.222,51.908829
E05004817,-0.20513,51.924438
E05004964,0.378085,51.434158
E05004965,0.417583,51.435032
E05004966,0.354144,51.42828
E05004967,0.466054,51.426411
E05004968,0.351923,51.407169
E05004969,0.359407,51.378269
E05004970,0.366335,51.346519
E05004971,0.33378,51.44453
E05004972,0.340606,51.436451
E05004973,0.343745,51.42469
E05004974,0.360605,51.440029
E05004975,0.396277,51.438381
E05004976,0.403428,51.420021
E05004977,0.412865,51.39109
E05004978,0.381066,51.415668
E05004979,0.401677,51.426121
E05004980,0.378583,51.426289
E05004981,0.366873,51.424068
E05004982,0.496768,51.285629
E05004983,0.454638,51.260731
E05004984,0.572324,51.26923
E05004985,0.553817,51.211342
E05004986,0.544732,51.30854
E05004987,0.506548,51.27821
E05004989,0.59174,51.29884
E05004990,0.57245,51.251968
E05004991,0.534595,51.279781
E05004992,0.490246,51.263672
E05004993,0.716926,51.237572
E05004994,0.645845,51.193581
E05004995,0.491477,51.27026
E05004996,0.526571,51.268631
E05004997,0.614552,51.24078
E05004999,0.462665,51.19688
E05005000,0.522666,51.285561
E05005001,0.673522,51.284882
E05005002,0.557863,51.240398
E05005003,0.543891,51.26165
E05005004,0.552286,51.248878
E05005006,0.546268,51.164551
E05005007,0.58192,51.194599
E05005010,0.094375,51.16423
E05005011,0.166333,51.37936
E05005012,0.165886,51.298889
E05005013,0.066422,51.207981
E05005014,0.064742,51.177441
E05005016,0.2412,51.37661
E05005017,0.26281,51.343948
E05005018,0.129391,51.323071
E05005021,0.235485,51.308842
E05005026,0.201687,51.282612
E05005027,0.185624,51.259621
E05005028,0.187095,51.289089
E05005029,0.202551,51.263519
E05005031,0.162489,51.397812
E05005032,0.178219,51.402111
E05005081,1.42233,51.37215
E05005082,1.294908,51.378262
E05005083,1.296315,51.371231
E05005084,1.438194,51.365219
E05005085,1.413012,51.33189
E05005086,1.381612,51.332512
E05005087,1.416591,51.386929
E05005088,1.394677,51.388611
E05005089,1.406599,51.38015
E05005090,1.419886,51.33802
E05005091,1.359093,51.377399
E05005092,1.435804,51.37859
E05005093,1.383819,51.387199
E05005094,1.394573,51.335751
E05005095,1.391465,51.343048
E05005096,1.400302,51.350479
E05005097,1.412731,51.36174
E05005098,1.387769,51.373531
E05005099,1.427094,51.343391
E05005100,1.304798,51.343159
E05005101,1.43244,51.352852
E05005102,1.355686,51.383869
E05005103,1.331901,51.375641
E05005130,0.529226,51.087292
E05005131,0.408752,51.141331
E05005132,0.242517,51.123821
E05005133,0.332638,51.181358
E05005134,0.254875,51.136082
E05005135,0.5822,51.119438
E05005136,0.420176,51.101711
E05005137,0.518213,51.043598
E05005138,0.410704,51.17659
E05005139,0.379286,51.1744
E05005140,0.263925,51.121189
E05005141,0.292855,51.130562
E05005142,0.328569,51.14579
E05005143,0.232541,51.13892
E05005144,0.273173,51.139858
E05005145,0.257994,51.14727
E05005146,0.292215,51.150249
E05005147,0.275044,51.157558
E05005148,0.258033,51.167381
E05005149,0.203471,51.133991
E05005150,-2.23092,53.794579
E05005151,-2.16693,53.808769
E05005152,-2.21694,53.785931
E05005153,-2.18362,53.764889
E05005154,-2.26045,53.766369
E05005155,-2.24918,53.800598
E05005156,-2.2741,53.7938
E05005157,-2.30745,53.80225
E05005158,-2.30525,53.770939
E05005159,-2.22518,53.80294
E05005160,-2.23705,53.807968
E05005161,-2.27965,53.78598
E05005162,-2.23277,53.778091
E05005163,-2.25358,53.788639
E05005164,-2.28263,53.805561
E05005165,-2.59492,53.61095
E05005166,-2.65559,53.66901
E05005167,-2.5852,53.71925
E05005168,-2.70144,53.629959
E05005169,-2.61094,53.650242
E05005170,-2.61926,53.665089
E05005171,-2.64734,53.653851
E05005172,-2.62463,53.636681
E05005173,-2.64305,53.638592
E05005174,-2.64113,53.6903
E05005175,-2.64394,53.709011
E05005176,-2.66037,53.703751
E05005177,-2.64876,53.618301
E05005178,-2.76732,53.639271
E05005179,-2.68918,53.67263
E05005180,-2.68871,53.659851
E05005181,-2.5656,53.628368
E05005182,-2.75325,53.666409
E05005183,-2.5787,53.659939
E05005184,-2.56238,53.686272
E05005185,-2.9861,53.742031
E05005186,-3.03663,53.754829
E05005187,-3.02603,53.749352
E05005188,-2.96508,53.743328
E05005189,-2.89548,53.848
E05005190,-3.01235,53.743011
E05005191,-2.85025,53.752121
E05005192,-2.87272,53.74897
E05005193,-3.00727,53.762039
E05005194,-3.01851,53.767101
E05005195,-2.88507,53.784382
E05005196,-2.87603,53.776138
E05005197,-2.88792,53.81625
E05005198,-2.83158,53.793591
E05005199,-2.99012,53.757221
E05005200,-2.91124,53.773399
E05005201,-2.94895,53.74345
E05005202,-3.04046,53.770771
E05005203,-2.92949,53.83102
E05005204,-2.95379,53.811909
E05005205,-2.94046,53.77882
E05005206,-2.36069,53.780369
E05005207,-2.34047,53.749432
E05005208,-2.34469,53.732971
E05005209,-2.37512,53.752529
E05005210,-2.3892,53.758701
E05005211,-2.39183,53.774529
E05005212,-2.34004,53.76862
E05005213,-2.3849,53.727242
E05005214,-2.36596,53.763351
E05005215,-2.38612,53.78986
E05005216,-2.41387,53.795509
E05005217,-2.35883,53.755569
E05005218,-2.42811,53.764778
E05005219,-2.39619,53.746498
E05005220,-2.41972,53.731419
E05005221,-2.37527,53.74445
E05005250,-2.22085,53.850941
E05005251,-2.22359,53.874569
E05005252,-2.10381,53.850391
E05005253,-2.21106,53.842899
E05005254,-2.2344,53.827969
E05005255,-2.20462,53.82806
E05005256,-2.18225,53.927109
E05005257,-2.20783,53.914429
E05005260,-2.28259,53.846519
E05005261,-2.15518,53.864281
E05005262,-2.17048,53.834862
E05005263,-2.25534,53.83604
E05005264,-2.23769,53.819439
E05005265,-2.18412,53.829948
E05005266,-2.18413,53.86417
E05005267,-2.21926,53.83007
E05005268,-2.17884,53.849579
E05005269,-2.22438,53.835442
E05005316,-2.28859,53.712761
E05005317,-2.28119,53.651489
E05005318,-2.17689,53.679031
E05005319,-2.28763,53.7346
E05005320,-2.31942,53.693668
E05005321,-2.19394,53.7127
E05005322,-2.26786,53.698978
E05005323,-2.18406,53.655411
E05005324,-2.3647,53.684109
E05005325,-2.18187,53.697811
E05005326,-2.2975,53.693939
E05005327,-2.22175,53.689388
E05005328,-2.24285,53.721149
E05005329,-2.35365,53.712002
E05005357,-2.77259,53.563862
E05005358,-2.98488,53.549591
E05005359,-2.92149,53.558861
E05005360,-2.77239,53.55405
E05005361,-2.83135,53.600262
E05005362,-2.86505,53.60408
E05005363,-2.86426,53.56702
E05005364,-2.7667,53.541809
E05005365,-2.98204,53.592812
E05005366,-2.86258,53.711449
E05005367,-2.8972,53.569111
E05005368,-2.75393,53.53833
E05005369,-2.92146,53.681068
E05005370,-2.76181,53.59153
E05005371,-2.84205,53.640148
E05005372,-2.91246,53.611469
E05005373,-2.88048,53.58017
E05005374,-2.79191,53.55851
E05005375,-2.79369,53.543259
E05005376,-2.75453,53.550758
E05005377,-2.86216,53.669189
E05005378,-2.74939,53.530708
E05005379,-2.72089,53.582901
E05005380,-2.83749,53.52354
E05005381,-2.81139,53.591122
E05005408,-1.15563,52.564121
E05005409,-1.18504,52.547771
E05005410,-1.11585,52.553661
E05005411,-1.30951,52.558079
E05005412,-1.21253,52.64957
E05005413,-1.20525,52.598141
E05005414,-1.19336,52.647511
E05005416,-1.18242,52.604149
E05005417,-1.23518,52.628689
E05005418,-1.20851,52.569569
E05005419,-1.26055,52.592159
E05005420,-1.18124,52.57391
E05005421,-1.21809,52.583569
E05005422,-1.17688,52.611359
E05005423,-1.15456,52.578709
E05005424,-1.29099,52.53038
E05005426,-1.1926,52.671291
E05005427,-1.13343,52.749901
E05005428,-1.12481,52.694241
E05005429,-1.11479,52.681179
E05005430,-1.05702,52.716579
E05005431,-1.23372,52.705399
E05005432,-1.23408,52.76807
E05005433,-1.25438,52.794048
E05005434,-1.25134,52.771832
E05005435,-1.187,52.769951
E05005436,-1.20869,52.78344
E05005437,-1.25357,52.75713
E05005438,-1.2362,52.749321
E05005439,-1.20945,52.752201
E05005440,-1.21052,52.766731
